CourseID,Subject,Number,Name,Description,Credit Hours,Degree Attributes
MACS207,MACS,207,Indian Cinema in Context,Same as CWL 207. See CWL 207.,3 hours.,"Humanities - Lit & Arts, and Cultural Studies - Non-West course."
MACS260,MACS,260,Film Production,"This course serves as an introduction to the many phases of narrative film production. Students will explore—through technical application—the formal qualities of motion pictures and the ways that film communicates space and time, stories, and experiences. Through lectures and labs, students will learn the technical skills and concepts that will enable them to complete a number of production projects outside of class. They will also gain a fundamental grounding in all of the essential skills of the film production workflow. This course is a prerequisite for all upper-level MACS cinema production courses. Additional fees may apply. See Class Schedule. Prerequisite: MACS 140 OR MACS 150 OR sophomore standing. Sophomore standing required unless credit has been given for MACS 140 or MACS 150.",4 hours.,
MACS262,MACS,262,Survey of World Cinema II,"Survey of world cinema considered from stylistic, cultural, institutional, and technological perspectives. Covers the history of film from the 1940s to the present day. Lectures, discussions, and screenings of selected films.",3 hours.,Humanities - Lit & Arts course.
MACS264,MACS,264,Creative and Information Economies,"An introduction to the political economy of the media in the U.S.  The purpose of the class is to acquaint students with a core understanding of how the media system operates, and with what effects, in a capitalist society. The course examines the role of advertising, public relations, corporate concentration, and government regulation upon journalism, entertainment, culture, and participatory democracy. The class also examines issues such as the Internet, globalization, and public broadcasting.",4 hours.,"Humanities - Hist & Phil, and Cultural Studies - Western course."
MACS273,MACS,273,"American Cinema, 1950-2000",Same as ENGL 273. See ENGL 273.,3 hours.,
MACS275,MACS,275,Am Indian and Indigenous Film,Same as AIS 275 and ENGL 275. See AIS 275.,3 hours.,"Humanities - Lit & Arts, and Cultural Studies - US Minority course."
MACS284,MACS,284,Animated Media from Mickey to GIFs,"This course examines the technological, stylistic, industrial, and cultural history of animated media from the late 19th century to the present day. Topics covered include animation in the silent era, Disney and Warner Bros., Japanese anime, television animation, abstract animation, cartoons and race, computer-generated animation, GIFs, and motion capture. Weekly required screenings. Using source footage and voiceover narration, students will create several video essays that offer an original analysis of animated works in a historical context.",3 hours.,
MACS300,MACS,300,Topics in Film and History,Same as HIST 300. See HIST 300.,3 hours.,
MACS320,MACS,320,Popular Culture,Examines the critical literature on mass media entertainment; reviews significant contemporary issues and develops perspectives for understanding popular culture.,3 hours.,
MACS335,MACS,335,"Film, TV, and Gender",Same as GWS 335. See GWS 335.,3 hours.,
MACS346,MACS,346,Case Study: Endless Summer,Same as KIN 346 and RST 346. See KIN 346.,3 hours.,
MACS351,MACS,351,Social Aspects of Media,Explores media structures in relation to cultural content and social functions; examines problems of life and society as treated in mass-produced communications.,3 hours.,Social & Beh Sci - Soc Sci course.
MACS356,MACS,356,Sex &amp; Gender in Popular Media,"Examines the notion that the mass media influence our development as gendered individuals, looking at those who argue for and against this notion. Considers different forms of feminist theory applied to the study of mass media, the history and scholarly criticisms of the media and their portrayal of women, and feminist attempts to create alternatives to mainstream media images. Throughout, the course considers representation of minorities in the dominant media and examines newly created alternative representations. Same as GWS 356.",3 hours.,Cultural Studies - Western course.
MACS361,MACS,361,Film Theory and Criticism,Study of major aesthetic and critical theories about film; study of theory and practice of film criticism.,3 hours.,
MACS372,MACS,372,Screenwriting,"This course examines the practice of writing for the screen. Students will better understand the fundamentals of visual storytelling and learn standard formats of screenwriting. In a classroom environment that combines lecture, screening, film analysis, and workshop discussion of students' work, the student will be exposed to a wide variety of concepts related to the preparation and writing of the screenplay. Special emphasis will be given to the ideas of plot structure and character development, the two pillars on which the screenplay is built. This intensive scriptwriting class is intended to 1.) help students create a variety of writing tools and short scenes that will serve as the building blocks for 2.) constructing, writing and revising a short narrative screenplay. Issues of industry professionalization with regard to screenwriting will also be covered. Prerequisite: MACS 260: Film Production.",3 hours.,
MACS373,MACS,373,Special Topics in Film Studies,Same as ENGL 373. See ENGL 373.,3 hours.,
MACS389,MACS,389,International Communications,Provides an interdisciplinary approach to international communications; its structure and content; the role of international communications in conflict and conflict resolution; the semantics of international communication; the technical and economic aspects of international mass communications; and government-industry relations in communications. Same as PS 389.,3 hours.,
MACS391,MACS,391,Individual Study,"Individual research and exploration of media and cinema studies topics under the guidance of a faculty advisor. May be repeated in the same or in multiple semesters, if topics vary. Prerequisite: Consent of instructor.",0 TO 3 hours.,
MACS419,MACS,419,Russian &amp; East European Film,Same as SLAV 419. See SLAV 419.,3 OR 4 hours.,
MACS425,MACS,425,Intro to Psycholinguistics,Same as LING 425. See LING 425.,3 OR 4 hours.,
MACS464,MACS,464,Film Festivals,"Examines the history and significance of film festivals: What they mean for the film industry (marketing, distribution, production), audiences (both at the festival and beyond), film history, and the evolution of filmmaking. Covers specific local, national, and international festivals including festivals focused on particular issues (e.g., Chicago International Children's Film Festival, San Francisco International Asian American Film Festival, Miami Gay and Lesbian Film Festival, and our own local IUB 48-Hour Film Contest). Coordinated with Roger Ebert's Film Festival (which is held in Champaign every April) including internship/volunteer opportunities, screenings, and meetings with guests. Class culminates with a UIUC student film festival, organized, judged, and sponsored by the class. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
MACS466,MACS,466,Japanese Cinema,"Examines the influence of Japan's traditional aesthetics on its cinema and surveys its major film movements, genres, and directors. Same as CWL 467 and EALC 466. 3 undergraduate hours. 4 graduate hours. Prerequisite: One course in the College of Media or East Asian Languages and Cultures, or consent of instructor.",3 OR 4 hours.,
MACS480,MACS,480,Advanced Filmmaking,"This is an intensive pre-professional course in cinema production. It is designed to provide advanced film production students with a workshop opportunity to refine their skills by making a 30-minute narrative film over the course of the semester. The main focus of the class will involve the cinematic treatment of a selected screenplay—from script to final edited stage. The philosophy of the class is learning by doing. Students will be instructed in the finer points of professional film production, including casting, rehearsal, scheduling, blocking, assembly, rushes, and other aspects of the workflow of fiction filmmaking. There will be a division of labor on each project. The class will be divided into two crews consisting of assigned positions. These positions are assigned by the instructor based on a student's previous performance in MACS production courses (particularly MACS 370). The positions are: Producer (production manager/assistant director, location scout), Director, Production Designer (promotion and graphics, unit still photographer; script supervisor), Director of Photography (assistant sound mixer), Assistant Camera (colorist), Gaffer (assistant colorist), Sound Designer (recordist/mixer), and Editor (production designer’s assistant; boom operator). Each group will collectively choose a short film to produce from a series of selected scripts. The semester will culminate in a public screening of the class projects of both groups. Additional fees may apply. See Class Schedule. 3 undergraduate hours. No graduate credit. Prerequisite: MACS 370: Cinematography and Sound Recording. Concurrent enrollment in MACS 481: Advanced Filmmaking Studio is required. Junior or Senior standing recommended for this course.",3 hours.,
MACS481,MACS,481,Advanced Filmmaking Studio,"This is an intensive pre-professional course in cinema production. It is designed to provide advanced film production students with a workshop opportunity to refine their skills by making a 30-minute narrative film over the course of the semester. The main focus of the class will involve the cinematic treatment of a selected screenplay—from script to final edited stage. The philosophy of the class is learning by doing. Students will be instructed in the finer points of professional film production, including casting, rehearsal, scheduling, blocking, assembly, rushes, and other aspects of the workflow of fiction filmmaking. There will be a division of labor on each project. The class will be divided into two crews consisting of assigned positions. These positions are assigned by the instructor based on a student's previous performance in MACS production courses (particularly MACS 370). The positions are: Producer (production manager/assistant director, location scout), Director, Production Designer (promotion and graphics, unit still photographer; script supervisor), Director of Photography (assistant sound mixer), Assistant Camera (colorist), Gaffer (assistant colorist), Sound Designer (recordist/mixer), and Editor (production designer’s assistant; boom operator). Each group will collectively choose a short film to produce from a series of selected scripts. The semester will culminate in a public screening of the class projects of both groups. 3 undergraduate hours. No graduate credit. Prerequisite: MACS 370: Cinematography and Sound Recording. Concurrent enrollment in MACS 480: Advanced Filmmaking Studio is required. Junior or Senior standing recommended for this course.",3 hours.,
MACS485,MACS,485,Making Video Essays,"This course examines the theory and practice of videographic criticism, a burgeoning scholarly practice in media and cinema studies, in a workshop-style environment. Through weekly parameter-based videographic exercises using pre-existing media of their choice, students will learn how to conduct videographic research by critically exploring media texts using non-linear editing software (Adobe Premiere Pro). A diverse variety of explanatory, algorithmic, and poetic approaches to the video essay will be covered. Assignments will include several videographic projects as well as a final synoptic video essay. An intellectual curiosity for the videographic medium is crucial, but no prior experience in media production or non-linear editing is required. Students will be responsible for storing and backing up their data, but all coursework will be conducted using University equipment and software. 3 undergraduate hours. 4 graduate hours. Credit is not given for MACS 485 if credit for MACS 496: Making Video Essays has been given. Prerequisite: Junior standing required.",3 OR 4 hours.,
MACS492,MACS,492,Scandinavian Cinema,Same as SCAN 492. See SCAN 492.,3 OR 4 hours.,
MACS493,MACS,493,German Cinema I,Same as GER 493. See GER 493.,3 hours.,
MACS495,MACS,495,Internship Seminar,Seminar based on internship experience. Offered for College of Media students who complete an approved internship. 0 to 1 undergraduate hours. No graduate credit. Approved for S/U grading only. May be repeated in the same term to a maximum of 2 undergraduate hours. May be repeated in separate terms to a maximum of 3 undergraduate hours. Prerequisite: Consent of instructor.,0 TO 1 hours.,
MACS496,MACS,496,Advanced Media/Cinema Topics,"Advanced study of cultural, social, historical, economic, and/or political issues in media and/or cinema; topics vary but may include national and transnational cinemas, directors, genres, historical movements, social and political movements, thematic studies, television, convergence culture, new media and media production. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms to a maximum of 6 undergraduate hours or 8 graduate hours, if topics vary. Prerequisite: One College of Media course or consent of instructor.",3 OR 4 hours.,
MACS499,MACS,499,Senior Project,"Required of Media and Cinema Studies majors, a senior project (0 credits) to be completed in conjunction with a 300- or 400-level MACS course taken in their senior year. 0 undergraduate hours. No graduate credit. Approved for S/U grading only. Prerequisite: Consent of instructor and a completed/submitted MACS Senior Project Learning Agreement. Restricted to Senior Media and Cinema Studies majors.",0 hours.,
MACS504,MACS,504,Theories of Cinema,Seminar on influential theories and accompanying debates about the textual/extra-textual mechanisms and cultural/political impact of cinema and related screen media. Same as CWL 504 and ENGL 504.,4 hours.,
MATH103,MATH,103,Theory of Arithmetic,"Analyses of the mathematical issues and methodology underlying elementary mathematics in grades K-5. Topics include sets, arithmetic algorithms, elementary number theory, rational and irrational numbers, measurement, and probability. There is an emphasis on problem solving. Priority registration will be given to students enrolled in teacher education programs leading to certification in elementary or childhood education. Prerequisite: MATH 112 (formerly MATH 012) or equivalent.",4 hours.,Quantitative Reasoning I course.
MATH112,MATH,112,Algebra,"Rapid review of basic techniques of factoring, rational expressions, equations and inequalities; functions and graphs; exponential and logarithm functions; systems of equations; matrices and determinants; polynomials; and the binomial theorem. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of 1.5 units of high school algebra and 1 unit of high school geometry.",3 hours.,
MATH115,MATH,115,Preparation for Calculus,"Reviews trigonometric, rational, exponential, and logarithmic functions; provides a full treatment of limits, definition of derivative, and an introduction to finding area under a curve. Intended for students who need preparation for MATH 220, either because they lack the content background or because they are not prepared for the rigor of a university calculus course. Credit is not given for both MATH 115 and either MATH 014 or MATH 114. Credit is not given for MATH 115 if credit for either MATH 220 or MATH 221 has been earned. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",3 hours.,Quantitative Reasoning I course.
MATH117,MATH,117,Elementary Mathematics,"Analyses of the mathematical issues and methodology underlying elementary mathematics in grades 6-8. Topics include the Real number system and field axioms, sequences and series, functions and math modeling with technology, Euclidean and non-Euclidean geometry, probability and statistics. Priority registration will be given to students enrolled in teacher education programs leading to certification in elementary education. Prerequisite: MATH 112 (formerly MATH 012) or equivalent.",4 hours.,Quantitative Reasoning I course.
MATH124,MATH,124,Finite Mathematics,"Introduction to finite mathematics for students in the social sciences; introduces the student to the basic ideas of logic, set theory, probability, vectors and matrices, and Markov chains. Problems are selected from social sciences and business. Prerequisite: MATH 112 (formerly MATH 012) or an adequate ALEKS score.",3 hours.,Quantitative Reasoning I course.
MATH181,MATH,181,A Mathematical World,"Introduction to selected areas of mathematical sciences through application to modeling and solution of problems involving networks, circuits, trees, linear programming, random samples, regression, probability, inference, voting systems, game theory, symmetry and tilings, geometric growth, comparison of algorithms, codes and data management. Prerequisite: Three years of high school mathematics, including two years of algebra and one year of geometry.",3 hours.,Quantitative Reasoning I course.
MATH199,MATH,199,Undergraduate Open Seminar,Approved for both letter and S/U grading. May be repeated.,1 TO 5 hours.,
MATH213,MATH,213,Basic Discrete Mathematics,"Beginning course on discrete mathematics, including sets and relations, functions, basic counting techniques, recurrence relations, graphs and trees, and matrix algebra; emphasis throughout is on algorithms and their efficacy. Credit is not given for both MATH 213 and CS 173. Prerequisite: MATH 220 or MATH 221, or equivalent.",3 hours.,Quantitative Reasoning II course.
MATH220,MATH,220,Calculus,"First course in calculus and analytic geometry; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Credit is not given for both MATH 220 and either MATH 221 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of topics of MATH 115. Students with previous calculus experience should consider MATH 221.",5 hours.,Quantitative Reasoning I course.
MATH225,MATH,225,Introductory Matrix Theory,"Systems of linear equations, matrices and inverses, determinants, and a glimpse at vector spaces, eigenvalues and eigenvectors. Credit is not given for both MATH 225 and any of MATH 125, ASRM 406, or MATH 415. Prerequisite: MATH 220 or MATH 221; or equivalent.",2 hours.,
MATH231,MATH,231,Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221.",3 hours.,Quantitative Reasoning I course.
MATH234,MATH,234,Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",4 hours.,Quantitative Reasoning I course.
MATH241,MATH,241,Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231.",4 hours.,Quantitative Reasoning II course.
MATH285,MATH,285,Intro Differential Equations,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241.",3 hours.,Quantitative Reasoning II course.
MATH286,MATH,286,Intro to Differential Eq Plus,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, linear systems of differential equations, and an introduction to partial differential equations. Covers all the MATH 285 plus linear systems. Intended for engineering majors and other who require a working knowledge of differential equations. Credit is not given for both MATH 286 and any of MATH 284, MATH 285, MATH 441. Prerequisite: MATH 241.",4 hours.,Quantitative Reasoning II course.
MATH299,MATH,299,Topics in Mathematics,Topics course; see Class Schedule or department office for current topics. May be repeated in the same or subsequent semesters to a maximum of 8 hours. Prerequisite: MATH 220 or MATH 221; consent of instructor.,1 TO 4 hours.,
MATH347,MATH,347,Fundamental Mathematics,"Fundamental ideas used in many areas of mathematics. Topics will include: techniques of proof, mathematical induction, binomial coefficients, rational and irrational numbers, the least upper bound axiom for real numbers, and a rigorous treatment of convergence of sequences and series. This will be supplemented by the instructor from topics available in the various texts. Students will regularly write proofs emphasizing precise reasoning and clear exposition. Credit is not given for both MATH 347 and MATH 348. Prerequisite: MATH 231.",3 hours.,Quantitative Reasoning II course.
MATH357,MATH,357,Numerical Methods I,Same as CS 357. See CS 357.,3 hours.,
MATH362,MATH,362,Probability with Engrg Applic,Same as ECE 313. See ECE 313.,3 hours.,
MATH390,MATH,390,Individual Study,Guided individual study of advanced topics not covered in other courses. May be repeated to a maximum of 8 hours. Approved for both letter and S/U grading. Prerequisite: Consent of instructor.,0 TO 3 hours.,
MATH399,MATH,399,Math/Actuarial Internship,"Full-time or part-time practice of math or actuarial science in an off-campus government, industrial, or research laboratory environment. Summary report required. Approved for S/U grading only. May be repeated in separate terms. Prerequisite: After obtaining an internship, Mathematics majors must request entry from the Mathematics Director of Undergraduate Studies; Actuarial Science majors must request entry from the Director of the Actuarial Science Program.",0 hours.,
MATH402,MATH,402,Non Euclidean Geometry,"Historical development of geometry; includes tacit assumptions made by Euclid; the discovery of non-Euclidean geometries; geometry as a mathematical structure; and an axiomatic development of plane geometry. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348, or equivalent; or consent of instructor.",3 OR 4 hours.,Quantitative Reasoning II course.
MATH403,MATH,403,Euclidean Geometry,"Selected topics from geometry, including the nine-point circle, theorems of Cera and Menelaus, regular figures, isometries in the plane, ordered and affine geometries, and the inversive plane. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or 348, or equivalent; or consent of instructor.",3 OR 4 hours.,
MATH412,MATH,412,Graph Theory,"Examines basic concepts and applications of graph theory, where graph refers to a set of vertices and edges that join some pairs of vertices; topics include subgraphs, connectivity, trees, cycles, vertex and edge coloring, planar graphs and their colorings. Draws applications from computer science, operations research, chemistry, the social sciences, and other branches of mathematics, but emphasis is placed on theoretical aspects of graphs. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience or CS 374.",3 OR 4 hours.,
MATH413,MATH,413,Intro to Combinatorics,"Permutations and combinations, generating functions, recurrence relations, inclusion and exclusion, Polya's theory of counting, and block designs. Same as CS 413. 3 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience.",3 OR 4 hours.,
MATH414,MATH,414,Mathematical Logic,"Introduction to the formalization of mathematics and the study of axiomatic systems; expressive power of logical formulas; detailed treatment of propositional logical and predicate logic; compactness theorem and Godel completeness theorem, with applications to specific mathematical theories; algorithmic aspects of logical formulas. Proofs are emphasized in this course, which can serve as an introduction to abstract mathematics and rigorous proof; some ability to do mathematical reasoning required. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience.",3 OR 4 hours.,Quantitative Reasoning II course.
MATH415,MATH,415,Applied Linear Algebra,"Introductory course emphasizing techniques of linear algebra with applications to engineering; topics include matrix operations, determinants, linear equations, vector spaces, linear transformations, eigenvalues, and eigenvectors, inner products and norms, orthogonality, equilibrium, and linear dynamical systems. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 415 and any of MATH 125, MATH 225, ASRM 406, or MATH 416. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or consent of instructor.",3 or 4 hours.,
MATH416,MATH,416,Abstract Linear Algebra,"Rigorous proof-oriented course in linear algebra. Topics include determinants, vector spaces over fields, linear transformations, inner product spaces, eigenvectors and eigenvalues, Hermitian matrices, Jordan Normal Form. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 416 and either ASRM 406 or MATH 415. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or consent of instructor; MATH 347 is recommended.",3 OR 4 hours.,
MATH417,MATH,417,Intro to Abstract Algebra,"Fundamental theorem of arithmetic, congruences. Permutations. Groups and subgroups, homomorphisms. Group actions with applications. Polynomials. Rings, subrings, and ideals. Integral domains and fields. Roots of polynomials. Maximal ideals, construction of fields. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: Either MATH 416 or one of ASRM 406, MATH 415 together with one of MATH 347, MATH 348, CS 374; or consent of instructor.",3 OR 4 hours.,
MATH418,MATH,418,Intro to Abstract Algebra II,"Rings of quotients of an integral domain. Euclidean domains, principal ideal domains. Unique factorization in polynomial rings. Fields extensions, ruler and compass constructions. Finite fields with applications. Modules. Structure theorem for finitely generated modules over principal ideal domains. Application to finitely generated abelian groups and canonical forms of matrices. Introduction to error-correcting codes. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 417 or consent of instructor.",3 OR 4 hours.,
MATH425,MATH,425,Honors Advanced Analysis,"A theoretical treatment of differential and integral calculus in higher dimensions. Topics include inverse and implicit function theorems, submanifolds, the theorems of Green, Gauss and Stokes, differential forms, and applications. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Approved for honors grading. Prerequisite: MATH 424 and either MATH 415 or MATH 416, and consent of the department.",3 hours.,
MATH432,MATH,432,Set Theory and Topology,"Informal set theory, cardinal and ordinal numbers, and the axiom of choice; topology of metric spaces and introduction to general topological spaces. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or consent of instructor.",3 OR 4 hours.,
MATH441,MATH,441,Differential Equations,"Basic course in ordinary differential equations; topics include existence and uniqueness of solutions and the general theory of linear differential equations; treatment is more rigorous than that given in MATH 285. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 441 and any of MATH 284, MATH 285, MATH 286. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348 is recommended.",3 OR 4 hours.,
MATH442,MATH,442,Intro Partial Diff Equations,"Introduces partial differential equations, emphasizing the wave, diffusion and potential (Laplace) equations. Focuses on understanding the physical meaning and mathematical properties of solutions of partial differential equations. Includes fundamental solutions and transform methods for problems on the line, as well as separation of variables using orthogonal series for problems in regions with boundary. Covers convergence of Fourier series in detail. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.",3 OR 4 hours.,
MATH444,MATH,444,Elementary Real Analysis,"Careful treatment of the theoretical aspects of the calculus of functions of a real variable intended for those who do not plan to take graduate courses in Mathematics. Topics include the real number system, limits, continuity, derivatives, and the Riemann integral. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 444 and either Math 424 or MATH 447. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348, or equivalent.",3 OR 4 hours.,
MATH446,MATH,446,Applied Complex Variables,"For students who desire a working knowledge of complex variables; covers the standard topics and gives an introduction to integration by residues, the argument principle, conformal maps, and potential fields. Students desiring a systematic development of the foundations of the subject should take MATH 448. 3 or 4 undergraduate hours. 3 or 4 graduate hours.  Credit is not given for both MATH 446 and MATH 448. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241.",3 OR 4 hours.,
MATH447,MATH,447,Real Variables,"Careful development of elementary real analysis for those who intend to take graduate courses in Mathematics. Topics include completeness property of the real number system; basic topological properties of n-dimensional space; convergence of numerical sequences and series of functions; properties of continuous functions; and basic theorems concerning differentiation and Riemann integration. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 447 and either Math 424 or MATH 444. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241 or equivalent; junior standing; MATH 347 or MATH 348, or equivalent experience; or consent of instructor.",3 OR 4 hours.,
MATH448,MATH,448,Complex Variables,"For students who desire a rigorous introduction to the theory of functions of a complex variable; topics include Cauchy's theorem, the residue theorem, the maximum modulus theorem, Laurent series, the fundamental theorem of algebra, and the argument principle. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 448 and MATH 446. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 447.",3 OR 4 hours.,
MATH450,MATH,450,Numerical Analysis,"Same as CS 450, CSE 401 and ECE 491. See CS 450.",0 to 4 hours.,
MATH453,MATH,453,Elementary Theory of Numbers,"Basic introduction to the theory of numbers. Core topics include divisibility, primes and factorization, congruences, arithmetic functions, quadratic residues and quadratic reciprocity, primitive roots and orders. Additional topics covered at the discretion of the instructor include sums of squares, Diophantine equations, continued fractions, Farey fractions, recurrences, and applications to primality testing and cryptopgraphy. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.",3 OR 4 hours.,Quantitative Reasoning II course.
MATH461,MATH,461,Probability Theory,"Introduction to mathematical probability; includes the calculus of probability, combinatorial analysis, random variables, expectation, distribution functions, moment-generating functions, and central limit theorem. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 461 and either MATH 408 or ECE 313. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.",3 OR 4 hours.,
MATH463,MATH,463,Statistics and Probability I,Same as STAT 400. See STAT 400.,4 hours.,
MATH464,MATH,464,Statistics and Probability II,Same as STAT 410. See STAT 410.,3 OR 4 hours.,
MATH473,MATH,473,Algorithms,Same as CS 473 and CSE 414. See CS 473.,4 hours.,
MATH481,MATH,481,Vector and Tensor Analysis,"Introductory course in modern differential geometry focusing on examples, broadly aimed at students in mathematics, the sciences, and engineering. Emphasis on rigorously presented concepts, tools and ideas rather than on proofs. The topics covered include differentiable manifolds, tangent spaces and orientability; vector and tensor fields; differential forms; integration on manifolds and Generalized Stokes Theorem; Riemannian metrics, Riemannian connections and geodesics. Applications to configuration and phase spaces, Maxwell equations and relativity theory will be discussed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 and one of MATH 415 or MATH 416 or equivalent.",3 OR 4 hours.,
MATH482,MATH,482,Linear Programming,"Rigorous introduction to a wide range of topics in optimization, including a thorough treatment of basic ideas of linear programming, with additional topics drawn from numerical considerations, linear complementarity, integer programming and networks, polyhedral methods. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: ASRM 406, MATH 415, or MATH 416.",3 OR 4 hours.,
MATH484,MATH,484,Nonlinear Programming,"Iterative and analytical solutions of constrained and unconstrained problems of optimization; gradient and conjugate gradient solution methods; Newton's method, Lagrange multipliers, duality and the Kuhn-Tucker theorem; and quadratic, convex, and geometric programming. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348; or equivalent; MATH 415 or equivalent; or consent of instructor.",3 OR 4 hours.,
MATH487,MATH,487,Advanced Engineering Math,"Complex linear algebra, inner product spaces, Fourier transforms and analysis of boundary value problems, Sturm-Liouville theory. Same as ECE 493. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.",3 OR 4 hours.,
MATH489,MATH,489,Dynamics &amp; Differential Eqns,"Studies mathematical theory of dynamical systems, emphasizing both discrete-time dynamics and nonlinear systems of differential equations. Topics include: chaos, fractals, attractors, bifurcations, with application to areas such as population biology, fluid dynamics and classical physics. Basic knowledge of matrix theory will be assumed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.",3 OR 4 hours.,
MATH490,MATH,490,Advanced Topics in Mathematics,Deals with selected topics and applications of mathematics; see Class Schedule or department office for current topics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated with approval. Prerequisite: Consent of instructor.,1 TO 4 hours.,
